Country Code,year,indicator,estimate
TGO,2011,pv,-0.16
TON,2011,pv,0.94
TTO,2011,pv,0.14
TUN,2011,pv,-0.35
TKM,2011,pv,0.23
TUV,2011,pv,1.3
TUR,2011,pv,-0.96
UGA,2011,pv,-0.98
UKR,2011,pv,-0.07
ARE,2011,pv,0.91
GBR,2011,pv,0.35
USA,2011,pv,0.59
URY,2011,pv,0.96
UZB,2011,pv,-0.6
VUT,2011,pv,1.11
VEN,2011,pv,-1.09
VNM,2011,pv,0.19
VIR,2011,pv,0.86
WBG,2011,pv,-1.94
YEM,2011,pv,-2.43
ZMB,2011,pv,0.51
ZWE,2011,pv,-0.95
AFG,2011,rl,-1.92
ALB,2011,rl,-0.44
DZA,2011,rl,-0.85
ASM,2011,rl,1.09
ADO,2011,rl,1.4
AGO,2011,rl,-1.28
AIA,2011,rl,1.35
ATG,2011,rl,0.94
ARG,2011,rl,-0.56
ARM,2011,rl,-0.44
ABW,2011,rl,1.32
AUS,2011,rl,1.73
AUT,2011,rl,1.8
AZE,2011,rl,-0.94
BHS,2011,rl,0.61
BHR,2011,rl,0.35
BGD,2011,rl,-0.73
BRB,2011,rl,1.07
BLR,2011,rl,-1.11
BEL,2011,rl,1.43
BLZ,2011,rl,-0.47
BEN,2011,rl,-0.66
BMU,2011,rl,1.09
BTN,2011,rl,0.21
BOL,2011,rl,-0.98
BIH,2011,rl,-0.33
BWA,2011,rl,0.6
BRA,2011,rl,0.05
BRN,2011,rl,0.84
BGR,2011,rl,-0.14
BFA,2011,rl,-0.35
BDI,2011,rl,-1.15
KHM,2011,rl,-1.05
CMR,2011,rl,-1.08
CAN,2011,rl,1.73
CPV,2011,rl,0.51
CYM,2011,rl,0.88
CAF,2011,rl,-1.31
TCD,2011,rl,-1.48
CHL,2011,rl,1.26
CHN,2011,rl,-0.45
COL,2011,rl,-0.22
COM,2011,rl,-1.05
ZAR,2011,rl,-1.63
COG,2011,rl,-1.21
COK,2011,rl,-0.88
CRI,2011,rl,0.44
HRV,2011,rl,0.11
CUB,2011,rl,-0.69
CYP,2011,rl,1.07
CZE,2011,rl,1.02
CIV,2011,rl,-1.28
DNK,2011,rl,1.92
DJI,2011,rl,-0.82
DMA,2011,rl,0.69
DOM,2011,rl,-0.81
ECU,2011,rl,-1.14
EGY,2011,rl,-0.48
SLV,2011,rl,-0.75
GNQ,2011,rl,-1.01
ERI,2011,rl,-1.36
EST,2011,rl,1.18
SWZ,2011,rl,-0.53
ETH,2011,rl,-0.74
FJI,2011,rl,-0.71
FIN,2011,rl,1.94
FRA,2011,rl,1.43
GUF,2011,rl,1.19
GAB,2011,rl,-0.4
GMB,2011,rl,-0.56
GEO,2011,rl,-0.12
DEU,2011,rl,1.62
GHA,2011,rl,0
GRC,2011,rl,0.53
GRL,2011,rl,1.73
GRD,2011,rl,0.17
GUM,2011,rl,1.09
GTM,2011,rl,-1.03
GIN,2011,rl,-1.45
GNB,2011,rl,-1.32
GUY,2011,rl,-0.51
HTI,2011,rl,-1.42
HND,2011,rl,-0.91
HKG,2011,rl,1.55
HUN,2011,rl,0.76
ISL,2011,rl,1.69
IND,2011,rl,-0.09
IDN,2011,rl,-0.6
IRN,2011,rl,-0.97
IRQ,2011,rl,-1.56
IRL,2011,rl,1.75
ISR,2011,rl,1.01
ITA,2011,rl,0.48
JAM,2011,rl,-0.37
JPN,2011,rl,1.3
JEY,2011,rl,1.73
JOR,2011,rl,0.2
KAZ,2011,rl,-0.64
KEN,2011,rl,-0.91
KIR,2011,rl,0.12
PRK,2011,rl,-1.39
KOR,2011,rl,1.03
KSV,2011,rl,-0.52
KWT,2011,rl,0.54
KGZ,2011,rl,-1.2
LAO,2011,rl,-1
LVA,2011,rl,0.74
LBN,2011,rl,-0.63
LSO,2011,rl,-0.27
LBR,2011,rl,-0.94
LBY,2011,rl,-1.08
LIE,2011,rl,1.61
LTU,2011,rl,0.77
LUX,2011,rl,1.82
MAC,2011,rl,0.69
MDG,2011,rl,-0.89
MWI,2011,rl,-0.17
MYS,2011,rl,0.4
MDV,2011,rl,-0.54
MLI,2011,rl,-0.5
MLT,2011,rl,1.28
MHL,2011,rl,0.17
MTQ,2011,rl,0.83
MRT,2011,rl,-0.93
MUS,2011,rl,0.94
MEX,2011,rl,-0.55
FSM,2011,rl,-0.05
MDA,2011,rl,-0.33
MCO,2011,rl,0.94
MNG,2011,rl,-0.26
MNE,2011,rl,-0.06
MAR,2011,rl,-0.28
MOZ,2011,rl,-0.58
MMR,2011,rl,-1.44
NAM,2011,rl,0.16
NRU,2011,rl,0.56
NPL,2011,rl,-0.89
NLD,2011,rl,1.81
ANT,2011,rl,0.83
NZL,2011,rl,1.89
NIC,2011,rl,-0.73
NER,2011,rl,-0.41
NGA,2011,rl,-1.18
NIU,2011,rl,-0.74
MKD,2011,rl,-0.27
NOR,2011,rl,1.86
OMN,2011,rl,0.46
PAK,2011,rl,-0.91
PLW,2011,rl,0.89
PAN,2011,rl,0.03
PNG,2011,rl,-0.81
PRY,2011,rl,-0.8
PER,2011,rl,-0.58
PHL,2011,rl,-0.51
POL,2011,rl,0.79
PRT,2011,rl,1
PRI,2011,rl,0.73
QAT,2011,rl,0.75
ROM,2011,rl,0.1
RUS,2011,rl,-0.75
RWA,2011,rl,-0.3
REU,2011,rl,0.83
WSM,2011,rl,0.73
SMR,2011,rl,0.94
SAU,2011,rl,0.05
SEN,2011,rl,-0.46
SRB,2011,rl,-0.33
SYC,2011,rl,0
SLE,2011,rl,-0.86
SGP,2011,rl,1.66
SVK,2011,rl,0.6
SVN,2011,rl,1.05
SLB,2011,rl,-0.52
SOM,2011,rl,-2.34
ZAF,2011,rl,0.13
SSD,2011,rl,-1.27
ESP,2011,rl,1.17
LKA,2011,rl,-0.12
KNA,2011,rl,0.98
LCA,2011,rl,0.83
VCT,2011,rl,0.97
SDN,2011,rl,-1.3
SUR,2011,rl,-0.05
SWE,2011,rl,1.92
CHE,2011,rl,1.72
SYR,2011,rl,-0.78
STP,2011,rl,-0.67
TWN,2011,rl,1.03
TJK,2011,rl,-1.23
TZA,2011,rl,-0.51
THA,2011,rl,-0.23
TMP,2011,rl,-1.19
TGO,2011,rl,-0.89
TON,2011,rl,0.01
TTO,2011,rl,-0.18
TUN,2011,rl,-0.19
TKM,2011,rl,-1.43
TUV,2011,rl,0.99
TUR,2011,rl,0.02
UGA,2011,rl,-0.36
UKR,2011,rl,-0.85
ARE,2011,rl,0.5
GBR,2011,rl,1.66
USA,2011,rl,1.59
URY,2011,rl,0.73
UZB,2011,rl,-1.45
VUT,2011,rl,0.3
VEN,2011,rl,-1.69
VNM,2011,rl,-0.54
VIR,2011,rl,0.83
WBG,2011,rl,-0.44
YEM,2011,rl,-1.29
ZMB,2011,rl,-0.46
ZWE,2011,rl,-1.79
AFG,2011,rq,-1.54
ALB,2011,rq,0.28
DZA,2011,rq,-1.21
ASM,2011,rq,0.39
ADO,2011,rq,1.61
AGO,2011,rq,-1.11
AIA,2011,rq,1.37
ATG,2011,rq,0.63
ARG,2011,rq,-0.7
ARM,2011,rq,0.25
ABW,2011,rq,1.32
AUS,2011,rq,1.85
AUT,2011,rq,1.38
AZE,2011,rq,-0.39
BHS,2011,rq,0.52
BHR,2011,rq,0.72
BGD,2011,rq,-0.82
BRB,2011,rq,0.64
BLR,2011,rq,-1.32
BEL,2011,rq,1.24
BLZ,2011,rq,-0.38
BEN,2011,rq,-0.4
BMU,2011,rq,1.37
BTN,2011,rq,-1.15
BOL,2011,rq,-0.76
BIH,2011,rq,-0.06
BWA,2011,rq,0.58
BRA,2011,rq,0.26
BRN,2011,rq,1.15
BGR,2011,rq,0.55
BFA,2011,rq,-0.21
BDI,2011,rq,-1.02
KHM,2011,rq,-0.59
CMR,2011,rq,-0.81
CAN,2011,rq,1.68
CPV,2011,rq,0
CYM,2011,rq,1.14
CAF,2011,rq,-1.2
TCD,2011,rq,-1.04
CHL,2011,rq,1.44
CHN,2011,rq,-0.26
COL,2011,rq,0.28
COM,2011,rq,-1.36
ZAR,2011,rq,-1.5
COG,2011,rq,-1.26
COK,2011,rq,-1.17
CRI,2011,rq,0.6
HRV,2011,rq,0.44
CUB,2011,rq,-1.63
CYP,2011,rq,1.23
CZE,2011,rq,1.2
CIV,2011,rq,-0.89
DNK,2011,rq,1.9
DJI,2011,rq,-0.59
DMA,2011,rq,0.23
DOM,2011,rq,-0.17
ECU,2011,rq,-0.96
EGY,2011,rq,-0.25
SLV,2011,rq,0.4
GNQ,2011,rq,-1.49
ERI,2011,rq,-2.16
EST,2011,rq,1.39
SWZ,2011,rq,-0.41
ETH,2011,rq,-0.99
FJI,2011,rq,-0.45
FIN,2011,rq,1.81
FRA,2011,rq,1.16
GUF,2011,rq,1.21
GAB,2011,rq,-0.46
GMB,2011,rq,-0.35
GEO,2011,rq,0.65
DEU,2011,rq,1.55
GHA,2011,rq,0.08
GRC,2011,rq,0.49
GRL,2011,rq,1.33
GRD,2011,rq,0.23
GUM,2011,rq,0.63
GTM,2011,rq,-0.21
GIN,2011,rq,-1
GNB,2011,rq,-1.12
GUY,2011,rq,-0.68
HTI,2011,rq,-1.06
HND,2011,rq,-0.15
HKG,2011,rq,1.78
HUN,2011,rq,1.03
ISL,2011,rq,1.05
IND,2011,rq,-0.36
IDN,2011,rq,-0.31
IRN,2011,rq,-1.52
IRQ,2011,rq,-1.01
IRL,2011,rq,1.59
ISR,2011,rq,1.31
ITA,2011,rq,0.71
JAM,2011,rq,0.25
JPN,2011,rq,1.07
JEY,2011,rq,1.12
JOR,2011,rq,0.31
KAZ,2011,rq,-0.24
KEN,2011,rq,-0.24
KIR,2011,rq,-1.4
PRK,2011,rq,-2.45
KOR,2011,rq,0.98
KSV,2011,rq,-0.15
KWT,2011,rq,0.08
KGZ,2011,rq,-0.22
LAO,2011,rq,-0.98
LVA,2011,rq,0.95
LBN,2011,rq,-0.12
LSO,2011,rq,-0.64
LBR,2011,rq,-1.08
LBY,2011,rq,-1.43
LIE,2011,rq,1.5
LTU,2011,rq,0.93
LUX,2011,rq,1.86
MAC,2011,rq,1.33
MDG,2011,rq,-0.55
MWI,2011,rq,-0.75
MYS,2011,rq,0.55
MDV,2011,rq,-0.38
MLI,2011,rq,-0.4
MLT,2011,rq,1.33
MHL,2011,rq,-1.01
MTQ,2011,rq,0.88
MRT,2011,rq,-0.8
MUS,2011,rq,0.77
MEX,2011,rq,0.18
FSM,2011,rq,-0.91
MDA,2011,rq,-0.1
MNG,2011,rq,-0.24
MNE,2011,rq,0
MAR,2011,rq,-0.18
MOZ,2011,rq,-0.47
MMR,2011,rq,-2.1
NAM,2011,rq,0.09
NRU,2011,rq,-1.08
NPL,2011,rq,-0.73
NLD,2011,rq,1.8
ANT,2011,rq,0.88
NZL,2011,rq,1.96
NIC,2011,rq,-0.35
NER,2011,rq,-0.57
NGA,2011,rq,-0.7
NIU,2011,rq,-0.94
MKD,2011,rq,0.22
NOR,2011,rq,1.6
OMN,2011,rq,0.32
PAK,2011,rq,-0.65
PLW,2011,rq,-0.9
PAN,2011,rq,0.53
PNG,2011,rq,-0.53
PRY,2011,rq,-0.33
PER,2011,rq,0.4
PHL,2011,rq,-0.16
POL,2011,rq,0.96
PRT,2011,rq,0.62
PRI,2011,rq,0.85
QAT,2011,rq,0.5
ROM,2011,rq,0.69
RUS,2011,rq,-0.31
RWA,2011,rq,-0.18
REU,2011,rq,1.12
WSM,2011,rq,-0.32
SAU,2011,rq,0.02
SEN,2011,rq,-0.25
SRB,2011,rq,-0.02
SYC,2011,rq,-0.08
SLE,2011,rq,-0.73
SGP,2011,rq,1.78
SVK,2011,rq,1
SVN,2011,rq,0.69
SLB,2011,rq,-1.06
SOM,2011,rq,-2.33
ZAF,2011,rq,0.45
SSD,2011,rq,-1.72
ESP,2011,rq,1.06
LKA,2011,rq,-0.13
KNA,2011,rq,1.12
LCA,2011,rq,0.44
VCT,2011,rq,0.35
SDN,2011,rq,-1.32
SUR,2011,rq,-0.58
SWE,2011,rq,1.89
CHE,2011,rq,1.62
SYR,2011,rq,-0.95
STP,2011,rq,-0.75
TWN,2011,rq,1.11
TJK,2011,rq,-0.98
TZA,2011,rq,-0.45
THA,2011,rq,0.09
TMP,2011,rq,-1.05
TGO,2011,rq,-1.02
TON,2011,rq,-0.6
TTO,2011,rq,0.52
TUN,2011,rq,-0.27
TKM,2011,rq,-2.05
TUV,2011,rq,-1.18
TUR,2011,rq,0.39
UGA,2011,rq,-0.18
UKR,2011,rq,-0.56
ARE,2011,rq,0.45
GBR,2011,rq,1.65
USA,2011,rq,1.46
URY,2011,rq,0.61
UZB,2011,rq,-1.56
VUT,2011,rq,-0.68
VEN,2011,rq,-1.4
VNM,2011,rq,-0.61
VIR,2011,rq,0.63
WBG,2011,rq,0.2
YEM,2011,rq,-0.84
ZMB,2011,rq,-0.47
ZWE,2011,rq,-1.89
AFG,2011,va,-1.34
ALB,2011,va,0.06
DZA,2011,va,-1
ASM,2011,va,1.01
ADO,2011,va,1.36
AGO,2011,va,-1.13
AIA,2011,va,1.01
ATG,2011,va,0.51
ARG,2011,va,0.34
ARM,2011,va,-0.69
ABW,2011,va,1.27
AUS,2011,va,1.45
AUT,2011,va,1.4
AZE,2011,va,-1.3
BHS,2011,va,0.96
BHR,2011,va,-1.22
BGD,2011,va,-0.32
BRB,2011,va,1.11
BLR,2011,va,-1.66
BEL,2011,va,1.33
BLZ,2011,va,0.7
BEN,2011,va,0.17
BMU,2011,va,1.01
BTN,2011,va,-0.4
BOL,2011,va,-0.07
BIH,2011,va,-0.16
BWA,2011,va,0.43
BRA,2011,va,0.51
BRN,2011,va,-0.61
BGR,2011,va,0.45
BFA,2011,va,-0.28
BDI,2011,va,-0.93
KHM,2011,va,-0.91
CMR,2011,va,-1.03
CAN,2011,va,1.38
CPV,2011,va,0.97
CYM,2011,va,0.58
CAF,2011,va,-1.09
TCD,2011,va,-1.35
CHL,2011,va,1.07
CHN,2011,va,-1.64
COL,2011,va,-0.06
COM,2011,va,-0.37
ZAR,2011,va,-1.49
COG,2011,va,-1.11
COK,2011,va,-0.41
CRI,2011,va,1.05
HRV,2011,va,0.52
CUB,2011,va,-1.61
CYP,2011,va,1.05
CZE,2011,va,1.02
CIV,2011,va,-1.08
DNK,2011,va,1.55
DJI,2011,va,-1.41
DMA,2011,va,0.99
DOM,2011,va,0.09
ECU,2011,va,-0.29
EGY,2011,va,-1.14
SLV,2011,va,0.04
GNQ,2011,va,-1.9
ERI,2011,va,-2.23
EST,2011,va,1.13
SWZ,2011,va,-1.32
ETH,2011,va,-1.36
FJI,2011,va,-1.09
FIN,2011,va,1.51
FRA,2011,va,1.17
GUF,2011,va,1.09
GAB,2011,va,-0.91
GMB,2011,va,-1.22
GEO,2011,va,-0.17
DEU,2011,va,1.35
GHA,2011,va,0.48
GRC,2011,va,0.82
GRL,2011,va,1.28
GRD,2011,va,0.79
GUM,2011,va,0.78
GTM,2011,va,-0.31
GIN,2011,va,-0.89
GNB,2011,va,-0.85
GUY,2011,va,0.03
HTI,2011,va,-0.75
HND,2011,va,-0.47
HKG,2011,va,0.57
HUN,2011,va,0.84
ISL,2011,va,1.41
IND,2011,va,0.44
IDN,2011,va,-0.01
IRN,2011,va,-1.58
IRQ,2011,va,-1.07
IRL,2011,va,1.31
ISR,2011,va,0.65
ITA,2011,va,0.91
JAM,2011,va,0.48
JPN,2011,va,1.07
JEY,2011,va,1.28
JOR,2011,va,-0.8
KAZ,2011,va,-1.12
KEN,2011,va,-0.27
KIR,2011,va,0.84
PRK,2011,va,-2.24
KOR,2011,va,0.73
KSV,2011,va,-0.24
KWT,2011,va,-0.56
KGZ,2011,va,-0.68
LAO,2011,va,-1.68
LVA,2011,va,0.74
LBN,2011,va,-0.39
LSO,2011,va,-0.09
LBR,2011,va,-0.26
LBY,2011,va,-1.59
LIE,2011,va,1.56
LTU,2011,va,0.86
LUX,2011,va,1.6
MAC,2011,va,0.61
MDG,2011,va,-0.88
MWI,2011,va,-0.25
MYS,2011,va,-0.47
MDV,2011,va,-0.16
MLI,2011,va,0.17
MLT,2011,va,1.14
MHL,2011,va,1.13
MTQ,2011,va,0.56
MRT,2011,va,-0.93
MUS,2011,va,0.8
MEX,2011,va,0.12
FSM,2011,va,1
MDA,2011,va,0.05
MCO,2011,va,0.8
MNG,2011,va,0.05
MNE,2011,va,0.21
MAR,2011,va,-0.71
MOZ,2011,va,-0.2
MMR,2011,va,-1.85
NAM,2011,va,0.34
NRU,2011,va,1.1
NPL,2011,va,-0.45
NLD,2011,va,1.54
ANT,2011,va,0.34
NZL,2011,va,1.58
NIC,2011,va,-0.58
NER,2011,va,-0.25
NGA,2011,va,-0.71
NIU,2011,va,-0.41
MKD,2011,va,-0.04
NOR,2011,va,1.63
OMN,2011,va,-1.06
PAK,2011,va,-0.83
PLW,2011,va,1.21
PAN,2011,va,0.53
PNG,2011,va,-0.04
PRY,2011,va,-0.08
PER,2011,va,0.13
PHL,2011,va,-0.02
POL,2011,va,1.03
PRT,2011,va,1.11
PRI,2011,va,0.72
QAT,2011,va,-1.08
ROM,2011,va,0.38
RUS,2011,va,-0.88
RWA,2011,va,-1.33
REU,2011,va,1.23
WSM,2011,va,0.4
SMR,2011,va,1.2
SAU,2011,va,-1.91
SEN,2011,va,-0.22
SRB,2011,va,0.28
SYC,2011,va,0.02
SLE,2011,va,-0.2
SGP,2011,va,-0.1
SVK,2011,va,0.97
SVN,2011,va,1.06
SLB,2011,va,0
SOM,2011,va,-2.02
ZAF,2011,va,0.59
SSD,2011,va,-1.11
ESP,2011,va,1.09
LKA,2011,va,-0.55
KNA,2011,va,1.12
LCA,2011,va,1.16
VCT,2011,va,1.02
SDN,2011,va,-1.77
SUR,2011,va,0.38
SWE,2011,va,1.61
CHE,2011,va,1.58
SYR,2011,va,-1.81
STP,2011,va,0.25
TWN,2011,va,0.84
TJK,2011,va,-1.38
TZA,2011,va,-0.14
THA,2011,va,-0.41
TMP,2011,va,0.13
TGO,2011,va,-0.9
TON,2011,va,0.32
TTO,2011,va,0.52
TUN,2011,va,-0.37
TKM,2011,va,-2.17
TUV,2011,va,0.72
TUR,2011,va,-0.14
UGA,2011,va,-0.53
UKR,2011,va,-0.13
ARE,2011,va,-0.9
GBR,2011,va,1.3
USA,2011,va,1.13
URY,2011,va,1.12
UZB,2011,va,-2.12
VUT,2011,va,0.43
VEN,2011,va,-0.93
VNM,2011,va,-1.46
VIR,2011,va,0.78
WBG,2011,va,-1.01
YEM,2011,va,-1.39
ZMB,2011,va,-0.17
ZWE,2011,va,-1.46
AFG,2012,cc,-1.43
ALB,2012,cc,-0.78
DZA,2012,cc,-0.52
ASM,2012,cc,0.3
ADO,2012,cc,1.26
AGO,2012,cc,-1.3
AIA,2012,cc,1.26
ATG,2012,cc,1.26
ARG,2012,cc,-0.45
ARM,2012,cc,-0.59
ABW,2012,cc,1.1
AUS,2012,cc,1.98
AUT,2012,cc,1.43
AZE,2012,cc,-1.14
BHS,2012,cc,1.32
BHR,2012,cc,0.37
BGD,2012,cc,-0.86
BRB,2012,cc,1.65
BLR,2012,cc,-0.46
BEL,2012,cc,1.56
BLZ,2012,cc,-0.03
BEN,2012,cc,-0.86
BMU,2012,cc,1.26
BTN,2012,cc,0.95
BOL,2012,cc,-0.73
BIH,2012,cc,-0.31
BWA,2012,cc,0.91
BRA,2012,cc,-0.05
BRN,2012,cc,0.54
BGR,2012,cc,-0.28
BFA,2012,cc,-0.48
BDI,2012,cc,-1.47
KHM,2012,cc,-1.08
CMR,2012,cc,-1.27
CAN,2012,cc,1.92
CPV,2012,cc,0.89
CYM,2012,cc,1.35
CAF,2012,cc,-1.01
TCD,2012,cc,-1.33
CHL,2012,cc,1.54
CHN,2012,cc,-0.44
COL,2012,cc,-0.42
COM,2012,cc,-0.78
ZAR,2012,cc,-1.33
COG,2012,cc,-1.23
COK,2012,cc,-0.23
CRI,2012,cc,0.57
HRV,2012,cc,-0.03
CUB,2012,cc,0.23
CYP,2012,cc,1.24
CZE,2012,cc,0.31
CIV,2012,cc,-0.84
DNK,2012,cc,2.38
DJI,2012,cc,-0.47
DMA,2012,cc,0.7
DOM,2012,cc,-0.9
ECU,2012,cc,-0.51
EGY,2012,cc,-0.58
SLV,2012,cc,-0.41
GNQ,2012,cc,-1.24
ERI,2012,cc,-0.78
EST,2012,cc,1.09
SWZ,2012,cc,-0.22
ETH,2012,cc,-0.61
FJI,2012,cc,0.18
FIN,2012,cc,2.23
FRA,2012,cc,1.47
GUF,2012,cc,1.1
GAB,2012,cc,-0.67
GMB,2012,cc,-0.65
GEO,2012,cc,0.4
DEU,2012,cc,1.82
GHA,2012,cc,-0.13
GRC,2012,cc,-0.19
GRL,2012,cc,1.21
GRD,2012,cc,0.45
GUM,2012,cc,0.78
GTM,2012,cc,-0.68
GIN,2012,cc,-1.06
GNB,2012,cc,-1.29
GUY,2012,cc,-0.76
HTI,2012,cc,-1.24
HND,2012,cc,-0.96
HKG,2012,cc,1.73
HUN,2012,cc,0.3
ISL,2012,cc,1.88
IND,2012,cc,-0.51
IDN,2012,cc,-0.69
IRN,2012,cc,-0.8
IRQ,2012,cc,-1.25
IRL,2012,cc,1.46
ISR,2012,cc,0.9
ITA,2012,cc,0.17
JAM,2012,cc,-0.29
JPN,2012,cc,1.62
JEY,2012,cc,1.21
JOR,2012,cc,0.07
KAZ,2012,cc,-0.92
KEN,2012,cc,-1.1
KIR,2012,cc,0.02
PRK,2012,cc,-1.29
KOR,2012,cc,0.5
KSV,2012,cc,-0.65
KWT,2012,cc,-0.2
KGZ,2012,cc,-1.15
LAO,2012,cc,-1.03
LVA,2012,cc,0.24
LBN,2012,cc,-0.87
LSO,2012,cc,0.13
LBR,2012,cc,-0.61
LBY,2012,cc,-1.32
LIE,2012,cc,1.79
LTU,2012,cc,0.39
LUX,2012,cc,2.11
MAC,2012,cc,0.42
MDG,2012,cc,-0.67
MWI,2012,cc,-0.48
MYS,2012,cc,0.21
MDV,2012,cc,-0.7
MLI,2012,cc,-0.83
MLT,2012,cc,0.94
MHL,2012,cc,-0.22
MTQ,2012,cc,0.78
MRT,2012,cc,-0.79
MUS,2012,cc,0.25
MEX,2012,cc,-0.48
FSM,2012,cc,-0.12
MDA,2012,cc,-0.61
MNG,2012,cc,-0.54
MNE,2012,cc,-0.13
MAR,2012,cc,-0.49
MOZ,2012,cc,-0.57
MMR,2012,cc,-1.07
NAM,2012,cc,0.32
NRU,2012,cc,-0.02
NPL,2012,cc,-0.81
NLD,2012,cc,2.09
ANT,2012,cc,0.78
NZL,2012,cc,2.31
NIC,2012,cc,-0.78
NER,2012,cc,-0.65
NGA,2012,cc,-1.18
NIU,2012,cc,-0.44
MKD,2012,cc,-0.05
NOR,2012,cc,2.25
OMN,2012,cc,0.18
PAK,2012,cc,-1.07
PLW,2012,cc,-0.43
PAN,2012,cc,-0.4
PNG,2012,cc,-0.94
PRY,2012,cc,-0.85
PER,2012,cc,-0.4
PHL,2012,cc,-0.57
POL,2012,cc,0.66
PRT,2012,cc,0.96
PRI,2012,cc,0.53
QAT,2012,cc,1.05
ROM,2012,cc,-0.38
RUS,2012,cc,-1.05
RWA,2012,cc,0.56
REU,2012,cc,0.78
WSM,2012,cc,0.14
SAU,2012,cc,-0.05
SEN,2012,cc,-0.26
SRB,2012,cc,-0.36
SYC,2012,cc,0.58
SLE,2012,cc,-0.96
SGP,2012,cc,2.12
SVK,2012,cc,0.07
SVN,2012,cc,0.83
SLB,2012,cc,-0.36
SOM,2012,cc,-1.6
ZAF,2012,cc,-0.18
SSD,2012,cc,-1.3
ESP,2012,cc,1.17
LKA,2012,cc,-0.24
KNA,2012,cc,1.26
LCA,2012,cc,1.05
VCT,2012,cc,0.97
SDN,2012,cc,-1.5
SUR,2012,cc,-0.34
SWE,2012,cc,2.28
CHE,2012,cc,2.14
SYR,2012,cc,-1.22
STP,2012,cc,-0.17
TWN,2012,cc,0.72
TJK,2012,cc,-1.28
TZA,2012,cc,-0.76
THA,2012,cc,-0.4
TMP,2012,cc,-0.74
TGO,2012,cc,-1.01
TON,2012,cc,-0.3
TTO,2012,cc,-0.18
TUN,2012,cc,-0.03
TKM,2012,cc,-1.31
TUV,2012,cc,-0.35
TUR,2012,cc,0.16
UGA,2012,cc,-1
UKR,2012,cc,-1.12
ARE,2012,cc,1.16
GBR,2012,cc,1.67
USA,2012,cc,1.4
URY,2012,cc,1.38
UZB,2012,cc,-1.31
VUT,2012,cc,0.34
VEN,2012,cc,-1.26
VNM,2012,cc,-0.53
VIR,2012,cc,0.78
WBG,2012,cc,-0.26
YEM,2012,cc,-1.26
ZMB,2012,cc,-0.29
ZWE,2012,cc,-1.38
AFG,2012,ge,-1.38
ALB,2012,ge,-0.27
DZA,2012,ge,-0.45
ASM,2012,ge,0.48
ADO,2012,ge,1.52
AGO,2012,ge,-0.99
AIA,2012,ge,1.52
ATG,2012,ge,0.48
ARG,2012,ge,-0.21
ARM,2012,ge,-0.03
ABW,2012,ge,1.25
AUS,2012,ge,1.61
AUT,2012,ge,1.56
AZE,2012,ge,-0.79
BHS,2012,ge,0.98
BHR,2012,ge,0.52
BGD,2012,ge,-0.81
BRB,2012,ge,1.45
BLR,2012,ge,-0.97
BEL,2012,ge,1.67
BLZ,2012,ge,-0.17
BEN,2012,ge,-0.53
BMU,2012,ge,1
BTN,2012,ge,0.54
BOL,2012,ge,-0.36
BIH,2012,ge,-0.45
BWA,2012,ge,0.42
BRA,2012,ge,-0.16
BRN,2012,ge,0.84
BGR,2012,ge,-0.03
BFA,2012,ge,-0.63
BDI,2012,ge,-1.31
KHM,2012,ge,-0.82
CMR,2012,ge,-0.91
CAN,2012,ge,1.76
CPV,2012,ge,0.05
CYM,2012,ge,1.25
CAF,2012,ge,-1.45
TCD,2012,ge,-1.49
CHL,2012,ge,1.18
CHN,2012,ge,0.02
COL,2012,ge,0
COM,2012,ge,-1.6
ZAR,2012,ge,-1.64
COG,2012,ge,-1.17
COK,2012,ge,-1
CRI,2012,ge,0.47
HRV,2012,ge,0.68
CUB,2012,ge,-0.38
CYP,2012,ge,1.38
CZE,2012,ge,0.92
CIV,2012,ge,-1.11
DNK,2012,ge,1.99
DJI,2012,ge,-1.08
DMA,2012,ge,0.75
DOM,2012,ge,-0.54
ECU,2012,ge,-0.47
EGY,2012,ge,-0.68
SLV,2012,ge,-0.13
GNQ,2012,ge,-1.25
ERI,2012,ge,-1.51
EST,2012,ge,0.95
SWZ,2012,ge,-0.39
ETH,2012,ge,-0.45
FJI,2012,ge,-1.05
FIN,2012,ge,2.21
FRA,2012,ge,1.37
GUF,2012,ge,1.14
GAB,2012,ge,-0.96
GMB,2012,ge,-0.58
GEO,2012,ge,0.63
DEU,2012,ge,1.53
GHA,2012,ge,-0.09
GRC,2012,ge,0.28
GRL,2012,ge,1
GRD,2012,ge,0.32
GUM,2012,ge,-0.04
GTM,2012,ge,-0.79
GIN,2012,ge,-1.26
GNB,2012,ge,-1.29
GUY,2012,ge,-0.1
HTI,2012,ge,-1.66
HND,2012,ge,-0.69
HKG,2012,ge,1.83
HUN,2012,ge,0.61
ISL,2012,ge,1.48
IND,2012,ge,-0.16
IDN,2012,ge,-0.33
IRN,2012,ge,-0.54
IRQ,2012,ge,-1.06
IRL,2012,ge,1.54
ISR,2012,ge,1.27
ITA,2012,ge,0.45
JAM,2012,ge,0.05
JPN,2012,ge,1.41
JEY,2012,ge,1.44
JOR,2012,ge,0.04
KAZ,2012,ge,-0.53
KEN,2012,ge,-0.54
KIR,2012,ge,-0.8
PRK,2012,ge,-1.91
KOR,2012,ge,1.07
KSV,2012,ge,-0.32
KWT,2012,ge,-0.09
KGZ,2012,ge,-0.65
LAO,2012,ge,-0.84
